English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
gentleman	heer	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
gentleness	zachtheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
gentry	adel	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
genuine	oprecht	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
genus	geslacht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
geography	aardrijkskunde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
geology	geologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
geometry	geometrie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
geranium	geranium	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
geriatric	geriatrisch	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
germ	kiem	NN (Noun, singular or mass)	0	0	0	1	1	0	0	0	0	0
german	Duitse	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
germane	relevant	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
germinate	ontkiemen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
germination	ontkieming	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
gestation	zwangerschap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gesture	gebaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ghastly	afgrijselijk	JJ (Adjective)	0	1	0	0	1	1	0	0	0	0
ghetto	getto	NN (Noun, singular or mass)	0	1	0	0	1	1	0	1	0	0
ghost	geest	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
ghostly	spookachtig	RB (Adverb)	0	1	0	0	0	1	0	0	0	0
giant	reusachtig	JJ (Adjective)	0	0	0	0	0	1	0	0	0	0
gibberish	koeterwaals	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
gift	gift	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
gifted	begaafd	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
gig	optreden	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gigantic	gigantisch	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
giggle	giechelen	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	0
gill	kieuw	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gills	kieuwen	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
gilt	verguld	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gimp	gimp	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
gin	gin	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ginger	gember	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gingerbread	peperkoek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gingerly	voorzichtig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
giraffe	giraffe	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
girder	balk	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
girdle	gordel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
girl	meisje	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
girth	omtrek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gist	kern	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
giving	geven	VBG (Verb, gerund or present participle)	1	0	0	0	0	0	0	0	0	0
glabrous	kaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
glacial	ijzig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
glacier	gletsjer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glad	blij	JJ (Adjective)	1	0	0	1	0	0	1	0	0	0
glade	open vlakte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gladiator	gladiator	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
gladness	blijdschap	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
glance	oogopslag	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glare	schittering	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
glaring	verblinded	VBG (Verb, gerund or present participle)	0	1	1	0	0	0	0	0	0	0
glass	glas	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glasses	bril	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
glassware	glaswerk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glaze	glazuur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gleam	glans	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glean	verzamelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
glee	vrolijkheid	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
glen	Glen	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
glib	welbespraakt	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
glide	glijden	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	0
glimmer	schijnsel	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
glimpse	glimp	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glint	glinsteren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
glitter	schitteren	VB (Verb, base form)	0	0	0	0	1	0	1	0	0	0
glittering	schitterend	VBG (Verb, gerund or present participle)	1	0	0	0	0	0	0	0	0	0
globe	wereldbol	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
globular	bolvormig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gloom	somberheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
gloomy	somber	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
glorification	verheerlijking	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
glorify	verheerlijken	VB (Verb, base form)	1	0	0	1	0	0	1	0	1	1
glory	heerlijkheid	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
gloss	glans	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
glossary	woordenlijst	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glossy	glanzend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
glove	handschoen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glow	gloed	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
glowing	gloeiend	VBG (Verb, gerund or present participle)	1	0	0	0	0	0	0	0	0	0
glucose	glucose	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glue	lijm	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
glum	sip	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
glut	overvloed	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
gluten	gluten	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gluttony	gulzigheid	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
glycerin	glycerine	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gnat	mug	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gnome	kabouter	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
goat	geit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
goatee	sik	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gob	kwak	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
gobble	schrokken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
goblet	beker	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
goblin	aardmannetje	NN (Noun, singular or mass)	0	1	0	0	1	1	0	0	0	0
god	god	NN (Noun, singular or mass)	1	0	0	1	0	1	1	0	0	1
goddess	godin	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
godfather	peetvader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
godless	goddeloos	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
godly	godvruchtig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
godsend	buitenkansje	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	1	0
goggle	staarogen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
goggles	stofbril	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
gold	goud	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
golden	gouden	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
golf	golf	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gondola	gondel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gong	gong	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gonorrhea	gonorroe	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
goo	brij	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
good	goed	JJ (Adjective)	1	0	0	1	0	0	1	0	1	1
goodbye	Vaarwel	UH (Interjection)	0	0	0	0	0	0	0	0	0	0
goodly	flink	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
goodness	goedheid	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
goods	goederen	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
goodwill	welwillendheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
goody	lekkers	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gooey	kleverig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
goose	gans	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gopher	goffer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gore	geronnen bloed	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
gorge	kloof	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
gorgeous	prachtig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
gorilla	gorilla	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
gory	bloederig	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
gospel	Evangelie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
gossip	roddel	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
gouge	guts	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
gourmet	fijnproever	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gout	jicht	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
govern	regeren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	1
governess	gouvernante	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
governing	regerend	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
government	regering	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
governor	gouverneur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
gown	japon	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grab	grijpen	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
grace	genade	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
graceful	bevallig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
gracious	genadig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
graciously	genadig	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
gradation	gradatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grade	rang	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grader	grader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gradient	helling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gradual	geleidelijk	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
gradually	geleidelijk	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
graduation	diploma uitreiking	NN (Noun, singular or mass)	1	0	0	1	0	1	1	0	1	1
grain	graan	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gram	gram	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grammar	Grammatica	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
grand	groots	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
grandchildren	kleinkinderen	NNS (Noun, plural)	1	0	0	1	0	0	1	0	0	1
grandeur	grootsheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
grandfather	grootvader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
grandiose	grandioos	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
grandmother	grootmoeder	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
grange	landhuis	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
granite	graniet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grant	verlenen	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
granted	toegekend	VBN (Verb, past participle)	1	0	0	0	0	0	0	0	0	0
grantee	begunstigde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grantor	concessieverlener	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
granular	korrelig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
granule	korrel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grapes	druiven	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
graphics	grafiek	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
grapple	pakken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grasp	grijpen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grasping	inhalig	VBG (Verb, gerund or present participle)	0	1	0	1	0	0	0	0	0	0
grass	gras	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grasshopper	sprinkhaan	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grassy	grasachtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
grate	rooster	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
grated	geraspte	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
grateful	dankbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
gratify	bevredigen	VB (Verb, base form)	1	0	0	0	0	0	1	0	1	0
grating	rooster	NN (Noun, singular or mass)	0	1	1	0	1	0	0	0	0	0
gratis	gratis	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gratitude	dankbaarheid	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
gratuitous	gratis	JJ (Adjective)	0	0	0	0	1	0	0	0	0	0
gratuity	fooi	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grave	graf	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
gravel	grind	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
graver	ernstiger	JJR (Adjective, comparative)	0	0	0	0	0	0	0	0	0	0
gravitate	graviteren	VB (Verb, base form)	0	0	0	1	0	0	0	0	0	0
gravitation	zwaartekracht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gravity	zwaartekracht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gravy	jus	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gray	grijs	JJ (Adjective)	0	0	0	0	1	0	0	1	0	0
graze	grazen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grease	vet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
greasy	vettig	JJ (Adjective)	0	0	0	0	1	0	0	0	0	0
greater	groter	JJR (Adjective, comparative)	1	0	0	0	0	0	0	0	0	0
greatest	beste	JJS (Adjective, superlative)	0	0	0	0	0	0	0	0	0	0
greatly	zeer	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
greatness	grootheid	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	1	1
greed	hebzucht	NN (Noun, singular or mass)	0	1	1	0	1	0	0	0	0	0
greedy	gulzig	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
green	groen	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
greenhouse	broeikas	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
greenish	groenachtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
greenwood	greenwood	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
greet	begroeten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
greeting	groet	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	1	0
gregarious	gezellig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
grenade	granaat	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
grey	grijs	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
greyhound	windhond	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gridiron	rooster	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grief	verdriet	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
grievance	grief	NN (Noun, singular or mass)	0	1	1	0	1	0	0	1	0	0
grieve	treuren	VB (Verb, base form)	0	1	0	0	0	1	0	1	0	0
grievous	smartelijk	JJ (Adjective)	0	1	1	0	0	1	0	1	0	0
griffin	griffioen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grill	rooster	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grille	traliewerk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grim	grimmig	JJ (Adjective)	0	1	1	1	1	1	0	1	0	0
grime	vuil	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
grimy	vuil	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
grin	grijns	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
grind	malen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grinder	Slijper	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grinding	slijpen	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	0	0	0
grip	greep	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grisly	griezelig	JJ (Adjective)	0	1	0	0	1	1	0	0	0	0
grist	maalkoren	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
grit	gruis	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
gritty	zanderig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
grizzly	grizzly	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
groan	kreunen	VB (Verb, base form)	0	1	0	0	1	0	0	1	0	0
grocer	kruidenier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
groceries	boodschappen	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
grocery	kruidenierswinkel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
groggy	slap op de benen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
groin	lies	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
groom	bruidegom	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
groove	groef	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grope	betasten	VB (Verb, base form)	0	1	1	0	1	1	0	0	0	0
gross	bruto	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
grotesque	grotesk	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
grotto	grot	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ground	grond	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
grounded	geaard	VBN (Verb, past participle)	0	1	0	0	0	1	0	1	0	0
groundless	ongegrond	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
grounds	terrein	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
groundwork	grondslag	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
group	groep	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grouping	groepering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grouse	kankeren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grout	voegmiddel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grove	bosje	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
grow	groeien	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
growl	grommen	VB (Verb, base form)	0	1	1	0	0	1	0	0	0	0
growling	grommen	VBG (Verb, gerund or present participle)	0	1	1	0	1	1	0	0	0	0
growth	groei	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
grub	rooien	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
grudge	wrok	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
grudgingly	onwillig	RB (Adverb)	0	1	0	0	0	0	0	0	0	0
gruesome	ijzingwekkend	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
gruff	nors	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
grumble	mopperen	VB (Verb, base form)	0	1	1	0	1	0	0	0	0	0
grumpy	knorrig	JJ (Adjective)	0	1	1	0	1	0	0	1	0	0
grunt	knorren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
guarantee	garantie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guaranty	waarborg	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
guard	bewaker	NN (Noun, singular or mass)	1	0	0	0	0	1	0	0	0	1
guarded	bewaakt	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	1
guardian	voogd	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guardianship	voogdij	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guards	bewakers	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
gubernatorial	gouverneurs-	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
guerilla	guerilla	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
guess	raden	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
guesswork	gissing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
guest	gast	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
guidance	de begeleiding	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guide	gids	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guidebook	gids	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
guild	gilde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
guile	bedrog	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
guillotine	guillotine	NN (Noun, singular or mass)	0	1	1	1	1	1	0	1	0	0
guilt	schuld	NN (Noun, singular or mass)	0	1	0	0	1	0	0	1	0	0
guilty	schuldig	JJ (Adjective)	0	1	1	0	0	0	0	1	0	0
guinea	Guinea	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
guise	mom	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
guitar	gitaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gules	rode tint	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gulf	golf	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gull	meeuw	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
gullible	lichtgelovig	JJ (Adjective)	0	1	0	0	0	0	0	1	0	1
gully	geul	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gulp	slok	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	1	0
gum	gom	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gummy	kleverig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gun	geweer	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
gunner	artillerist	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gunpowder	buskruit	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
guru	goeroe	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
gush	gutsen	VB (Verb, base form)	0	1	0	0	1	0	1	0	0	0
gusset	inzetrand	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
gust	windvlaag	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gusty	onstuimig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gut	darm	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
guts	ingewanden	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
gutter	goot	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
guy	kerel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
guzzling	verslinden	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	0	0	0
gymnasium	gymnastiekzaal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gymnast	gymnast	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
gymnastic	gymnastiek-	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
gymnastics	gymnastiek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gynecology	gynaecologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
gypsy	zigeuner	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
gyroscope	gyroscoop	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
habit	gewoonte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
habitat	leefgebied	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
habitation	bewoning	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
habitual	gewoon	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
habitually	gewoonlijk	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
hacienda	hacienda	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hag	heks	NN (Noun, singular or mass)	0	1	0	0	1	1	0	0	0	0
haggard	verwilderd	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
haggle	marchanderen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hail	hagel	NN (Noun, singular or mass)	1	1	0	0	0	0	0	0	0	1
hair	haar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hairy	harig	JJ (Adjective)	0	1	0	0	1	0	0	0	0	0
hale	gezond	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
half	voor de helft	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
halfway	halverwege	RB (Adverb)	0	1	0	0	0	0	0	0	0	0
hall	hal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hallowed	geheiligd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
hallucination	hallucinatie	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
halo	halo	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
halt	halte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
